,influencer_name,follower_name
23467,Neil Young,Delta Spirit
23468,The Verve,Delta Spirit
23469,Kylie Minogue,Lady Gaga
23470,The Byrds,Delta Spirit
23471,The Rolling Stones,Delta Spirit
23472,Fairport Convention,Noah and the Whale
23473,Richard & Linda Thompson,Noah and the Whale
23474,Nick Drake,Noah and the Whale
23475,Donovan,Noah and the Whale
23476,Jefferson Airplane,Noah and the Whale
23477,Neutral Milk Hotel,Noah and the Whale
23478,Interpol,White Lies
23479,Talking Heads,White Lies
23480,The Beatles,Delta Spirit
23481,Cocteau Twins,Beach House
23482,Kelly Clarkson,Demi Lovato
23483,Avril Lavigne,Selena Gomez
23484,The Jam,Manic Street Preachers
23485,John Cale,Manic Street Preachers
23486,Mandy Moore,Hilary Duff
23487,The Partridge Family,Wilson Phillips
23488,Garland Jeffreys,Marah
23489,John Mellencamp,Marah
23490,Van Morrison,Marah
23491,The Replacements,Marah
23492,Bruce Springsteen,Marah
23493,The Byrds,Marah
23494,Soul Asylum,Marah
23495,Jefferson Airplane,Marah
23496,The Rolling Stones,Marah
23497,The Call,Marah
23498,The 5th Dimension,Wilson Phillips
23499,The Mamas & the Papas,Wilson Phillips
23500,The Association,Wilson Phillips
23501,Cream,Marah
23502,ABBA,Wilson Phillips
23503,Stereolab,Goldfrapp
23504,King Missile,Dan Bern
23505,Billy Bragg,Dan Bern
23506,Bob Dylan,Dan Bern
23507,Agnostic Front,Gorilla Biscuits
23508,Paul Westerberg,Damien Jurado
23509,Bob Dylan,Damien Jurado
23510,Ben Lee,Damien Jurado
23511,John Lennon,Damien Jurado
23512,Mark Lanegan,Damien Jurado
23513,Nick Drake,Damien Jurado
23514,Nirvana,Damien Jurado
23515,Neil Young,Damien Jurado
23516,Eddie Vedder,Darius Rucker
23517,Red House Painters,Damien Jurado
23518,Sneaker Pimps,Goldfrapp
23519,Dave Alvin,Damien Jurado
23520,Donovan,Damien Jurado
23521,The Knack,Harvey Danger
23522,Barenaked Ladies,Harvey Danger
23523,Nirvana,Harvey Danger
23524,Mudhoney,Harvey Danger
23525,blink-182,Harvey Danger
23526,Ani DiFranco,Dan Bern
23527,Bruce Cockburn,Damien Jurado
23528,Michelle Branch,Selena Gomez
23529,Elvis Presley,Wings
23530,Carl Perkins,Wings
23531,Faces,Marah
23532,Joni Mitchell,Daniel Lanois
23533,Pink Floyd,Daniel Lanois
23534,Jimi Hendrix,Daniel Lanois
23535,Neil Young,Daniel Lanois
23536,Brian Eno,Daniel Lanois
23537,Bruce Cockburn,Daniel Lanois
23538,The Beatles,Daniel Lanois
23539,The Beach Boys,Henry Gross
23540,Jackson Browne,Henry Gross
23541,"Crosby, Stills & Nash",Henry Gross
23542,James Taylor,Henry Gross
23543,Spin Doctors,Marah
23544,Calexico,Beirut
23545,Motion City Soundtrack,The Wonder Years
23546,Four Year Strong,The Wonder Years
23547,Beck,The Ting Tings
23548,Britney Spears,Selena Gomez
23549,Mandy Moore,Selena Gomez
23550,U2,Daniel Lanois
23551,Bob Dylan,Daniel Lanois
23552,The Band,Daniel Lanois
23553,The Smiths,Manic Street Preachers
23554,Little Richard,Wings
23555,Jessica Simpson,Hilary Duff
23556,Justin Timberlake,Hilary Duff
23557,Natalie Imbruglia,Hilary Duff
23558,Gwen Stefani,Hilary Duff
23559,Ashlee Simpson,Hilary Duff
23560,Britney Spears,Hilary Duff
23561,Counting Crows,Marah
23562,Bob Dylan,Marah
23563,Buddy Holly,Wings
23564,Lou Reed,Manic Street Preachers
23565,Sex Pistols,Manic Street Preachers
23566,The Only Ones,Manic Street Preachers
23567,David Bowie,Manic Street Preachers
23568,Guns N' Roses,Manic Street Preachers
23569,The Stranglers,Manic Street Preachers
23570,Anti-Nowhere League,Manic Street Preachers
23571,Roxy Music,Manic Street Preachers
23572,Queen,Manic Street Preachers
23573,The Rolling Stones,Manic Street Preachers
23574,Leonard Cohen,Daniel Lanois
23575,Galaxie 500,Beach House
23576,Ride,Beach House
23577,Low,Beach House
23578,White Lion,Fuel
23579,Candlebox,Fuel
23580,Tool,Fuel
23581,Bob Dylan,Captain Beefheart
23582,AFI,The White Tie Affair
23583,The Band,Donna the Buffalo
23584,Blind Melon,Donna the Buffalo
23585,Widespread Panic,Donna the Buffalo
23586,Phish,Donna the Buffalo
23587,New Riders of the Purple Sage,Donna the Buffalo
23588,The Allman Brothers Band,Donna the Buffalo
23589,Blues Traveler,Donna the Buffalo
23590,Grateful Dead,Donna the Buffalo
23591,Duran Duran,The White Tie Affair
23592,Green Day,The White Tie Affair
23593,Fall Out Boy,The White Tie Affair
23594,The Police,The White Tie Affair
23595,Wham!,Go West
23596,Asia,Giuffria
23597,Collective Soul,Fuel
23598,Iron Butterfly,Fu Manchu
23599,Black Sabbath,Fu Manchu
23600,AC/DC,Fu Manchu
23601,King Crimson,Foals
23602,Talking Heads,Foals
23603,U2,Foals
23604,Joy Division,Foals
23605,The Thermals,Foals
23606,The Mamas & the Papas,Thee Oh Sees
23607,The Monks,Thee Oh Sees
23608,The Sonics,Thee Oh Sees
23609,The 13th Floor Elevators,Thee Oh Sees
23610,Journey,Giuffria
23611,Jefferson Airplane,Thee Oh Sees
23612,blink-182,The White Tie Affair
23613,Good Charlotte,The White Tie Affair
23614,Soundgarden,Fu Manchu
23615,Bo Diddley,Captain Beefheart
23616,The Black Crowes,Fu Manchu
23617,Blue Ã–yster Cult,Fu Manchu
23618,The Cult,Fu Manchu
23619,Melvins,Fu Manchu
23620,MotÃ¶rhead,Fu Manchu
23621,The Velvet Underground,Thee Oh Sees
23622,John Sebastian,Fleet Foxes
23623,Grace Slick,Stevie Nicks
23624,Bruce Springsteen,Tonic
23625,Live,Tonic
23626,The Hollies,Todd Rundgren
23627,Bush,Breaking Benjamin
23628,Nick Drake,Brad Mehldau
23629,Alice in Chains,Breaking Benjamin
23630,Pearl Jam,Breaking Benjamin
23631,Collective Soul,Breaking Benjamin
23632,Korn,Breaking Benjamin
23633,Led Zeppelin,Breaking Benjamin
23634,Live,Breaking Benjamin
23635,Limp Bizkit,Breaking Benjamin
23636,Pink Floyd,Breaking Benjamin
23637,Nine Inch Nails,Breaking Benjamin
23638,Nirvana,Breaking Benjamin
23639,Stone Temple Pilots,Breaking Benjamin
23640,Creed,Breaking Benjamin
23641,Tool,Breaking Benjamin
23642,Screeching Weasel,blink-182
23643,Hootie & the Blowfish,Tonic
23644,Rick Springfield,Tonic
23645,The Beach Boys,Todd Rundgren
23646,Poco,Alabama
23647,Little River Band,Alabama
23648,Tom Petty,Tonic
23649,Soul Asylum,Tonic
23650,INXS,Tonic
23651,Cracker,Tonic
23652,The Everly Brothers,Stevie Nicks
23653,Bob Dylan,Stevie Nicks
23654,Jackson Browne,Stevie Nicks
23655,"Crosby, Stills & Nash",Stevie Nicks
23656,Carole King,Stevie Nicks
23657,The Police,Tonic
23658,James Taylor,Stevie Nicks
23659,The Byrds,Stevie Nicks
23660,The Beatles,Stevie Nicks
23661,Jefferson Airplane,Stevie Nicks
23662,Buffalo Springfield,Stevie Nicks
23663,America,Alabama
23664,The Marshall Tucker Band,Alabama
23665,Bachman-Turner Overdrive,Alabama
23666,Eagles,Alabama
23667,Lynyrd Skynyrd,Alabama
23668,Peter Frampton,Tonic
23669,The Killers,The White Tie Affair
23670,Ian Matthews,Fleet Foxes
23671,The Moody Blues,Fleet Foxes
23672,Mott the Hoople,Foreigner
23673,Grand Funk Railroad,Foreigner
23674,Wishbone Ash,Foreigner
23675,The Beatles,Foreigner
23676,Humble Pie,Foreigner
23677,The Rolling Stones,Foreigner
23678,Duran Duran,Freur
23679,Orchestral Manoeuvres in the Dark,Freur
23680,Led Zeppelin,From Autumn to Ashes
23681,Deep Purple,Foreigner
23682,The Band,Grateful Dead
23683,Bob Dylan,Grateful Dead
23684,Chuck Berry,Grateful Dead
23685,"Crosby, Stills & Nash",Grateful Dead
23686,Buddy Holly,Grateful Dead
23687,The Byrds,Grateful Dead
23688,The Beatles,Grateful Dead
23689,The Rolling Stones,Grateful Dead
23690,Beth Orton,Frou Frou
23691,The Who,Foreigner
23692,Montrose,Foreigner
23693,The Yardbirds,Foreigner
23694,Pink Floyd,Foreigner
23695,Mazzy Star,Beach House
23696,Yo La Tengo,Beach House
23697,Linkin Park,3OH!3
23698,The Smiths,Black Kids
23699,The Postal Service,3OH!3
23700,Sparks,Black Kids
23701,Spandau Ballet,Black Kids
23702,Soul Coughing,Black Kids
23703,King Missile,Black Kids
23704,Cocteau Twins,Enya
23705,The Cure,Black Kids
23706,Adam Ant,Black Kids
23707,David Bowie,Black Kids
23708,Roxy Music,Black Kids
23709,The Human League,Black Kids
23710,Missing Persons,Black Kids
23711,Portishead,Little Dragon
23712,Sneaker Pimps,Little Dragon
23713,The Get Up Kids,The Wonder Years
23714,Alkaline Trio,From Autumn to Ashes
23715,New Order,Black Kids
23716,Rick Wakeman,Enya
23717,The Sundays,Enya
23718,Free,Foreigner
23719,The Guess Who,Foreigner
23720,Bachman-Turner Overdrive,Foreigner
23721,Bad Company,Foreigner
23722,James Gang,Foreigner
23723,Cream,Foreigner
23724,Brian Eno,Enya
23725,Renaissance,Enya
23726,The Rolling Stones,Thee Oh Sees
23727,My Morning Jacket,Fleet Foxes
23728,Buffalo Springfield,Gram Parsons
23729,Nickelback,The White Tie Affair
23730,America,Fleet Foxes
23731,The Band,Fleet Foxes
23732,Simon & Garfunkel,Fleet Foxes
23733,The Beach Boys,Fleet Foxes
23734,Bob Dylan,Fleet Foxes
23735,"Crosby, Stills & Nash",Fleet Foxes
23736,Fairport Convention,Fleet Foxes
23737,Fleetwood Mac,Fleet Foxes
23738,Neil Young,Fleet Foxes
23739,Jeff Buckley,Justin Nozuka
23740,Descendents,Gorilla Biscuits
23741,The Rolling Stones,Gram Parsons
23742,Dan Penn,Gram Parsons
23743,Led Zeppelin,Foreigner
23744,Kate Bush,Enya
23745,The Promise Ring,The Red Jumpsuit Apparatus
23746,Comeback Kid,The Wonder Years
23747,Jimmy Eat World,The Wonder Years
23748,Smashing Pumpkins,The Red Jumpsuit Apparatus
23749,The Cure,The Red Jumpsuit Apparatus
23750,Green Day,The Red Jumpsuit Apparatus
23751,Taking Back Sunday,The Red Jumpsuit Apparatus
23752,The Beatles,Gram Parsons
23753,Saves the Day,The Red Jumpsuit Apparatus
23754,The Used,The Red Jumpsuit Apparatus
23755,The Beatles,The Red Jumpsuit Apparatus
23756,blink-182,The Red Jumpsuit Apparatus
23757,Jimmy Eat World,The Red Jumpsuit Apparatus
23758,The Everly Brothers,Gram Parsons
23759,Jo Jo Gunne,Foreigner
23760,Bob Dylan,Gram Parsons
23761,Elvis Presley,Gram Parsons
23762,Buddy Holly,Gram Parsons
23763,My Chemical Romance,The Red Jumpsuit Apparatus
23764,Toto,Glass Tiger
23765,Janis Joplin,Stevie Nicks
23766,U2,Manic Street Preachers
23767,Little Richard,Silver Apples
23768,The Velvet Underground,Silver Apples
23769,Bob Dylan,Silver Jews
23770,The Cure,Silver Jews
23771,The Flying Burrito Brothers,Silver Jews
23772,Lou Reed,Silver Jews
23773,Neil Young,Silver Jews
23774,Mission of Burma,Silver Jews
23775,Bruce Springsteen,Silver Jews
23776,Pixies,Silver Jews
23777,X,Silver Jews
23778,The Stooges,Sonic Youth
23779,The Slits,Sonic Youth
23780,Black Flag,Soul Asylum
23781,The Fall,Sonic Youth
23782,Rickie Lee Jones,Suzanne Vega
23783,Randy Newman,Suzanne Vega
23784,Melanie,Suzanne Vega
23785,Kate Bush,Suzanne Vega
23786,The Beatles,Silver Apples
23787,Yoko Ono,Sonic Youth
23788,Jimi Hendrix,Silver Apples
23789,Captain Beefheart,Sonic Youth
23790,Ramones,Bloodhound Gang
23791,Anthrax,Bloodhound Gang
23792,Mr. Bungle,Bloodhound Gang
23793,Ween,Bloodhound Gang
23794,Red Hot Chili Peppers,Bloodhound Gang
23795,My Bloody Valentine,Silversun Pickups
23796,The Velvet Underground,Silversun Pickups
23797,Joni Mitchell,Suzanne Vega
23798,The Beach Boys,Silver Apples
23799,King Crimson,Steve Hackett
23800,The Modern Lovers,Sonic Youth
23801,Can,Sonic Youth
23802,Wire,Sonic Youth
23803,Swell Maps,Sonic Youth
23804,The Fugs,Sonic Youth
23805,The Godz,Sonic Youth
23806,The Velvet Underground,Sonic Youth
23807,Richard Hell,Sonic Youth
23808,New York Dolls,Sonic Youth
23809,DNA,Sonic Youth
23810,X-Ray Spex,Sonic Youth
23811,Weezer,Bloodhound Gang
23812,Yes,Steve Hackett
23813,The Pretty Things,Steve Harley & Cockney Rebel
23814,Kirsty MacColl,SinÃ©ad O'Connor
23815,U2,SinÃ©ad O'Connor
23816,The Pogues,SinÃ©ad O'Connor
23817,Pretenders,SinÃ©ad O'Connor
23818,Annie Lennox,SinÃ©ad O'Connor
23819,Marianne Faithfull,SinÃ©ad O'Connor
23820,Patti Smith,SinÃ©ad O'Connor
23821,Peter Gabriel,SinÃ©ad O'Connor
23822,Kate Bush,SinÃ©ad O'Connor
23823,Little Richard,Sylvester
23824,The Damned,Swell Maps
23825,The White Stripes,The Black Keys
23826,The Monks,Swell Maps
23827,The Red Krayola,Swell Maps
23828,Sex Pistols,Swell Maps
23829,Can,Swell Maps
23830,The Velvet Underground,Swell Maps
23831,The Rolling Stones,Swell Maps
23832,Smashing Pumpkins,Silversun Pickups
23833,Bob Dylan,SinÃ©ad O'Connor
23834,Simple Minds,SinÃ©ad O'Connor
23835,Faces,Swell Maps
23836,Sonic Youth,Silversun Pickups
23837,The Jayhawks,The Avett Brothers
23838,Wilco,The Avett Brothers
23839,Alice Cooper,Sonic Youth
23840,Television,Sonic Youth
23841,Carpenters,Sonic Youth
23842,Pretenders,Sonic Youth
23843,The Clean,Sonic Youth
23844,Black Flag,Sonic Youth
23845,Chrome,Sonic Youth
23846,Atomic Rooster,Angel Witch
23847,Crazy Horse,Sonic Youth
23848,Jimi Hendrix,Sonic Youth
23849,Neil Young,Sonic Youth
23850,Nina Hagen,Sonic Youth
23851,Mission of Burma,Sonic Youth
23852,Minutemen,Sonic Youth
23853,Suicide,Sonic Youth
23854,The Raincoats,Sonic Youth
23855,Gram Parsons,Silver Jews
23856,Circle Jerks,Soul Asylum
23857,Lou Reed,Sonic Youth
23858,Right Said Fred,Bloodhound Gang
23859,Faith No More,Bloodhound Gang
23860,King Missile,Bloodhound Gang
23861,Joe Cocker,Simply Red
23862,Dusty Springfield,Simply Red
23863,Bryan Ferry,Simply Red
23864,Jerry Lee Lewis,The Blasters
23865,Tom Jones,Simply Red
23866,The Band,The Blasters
23867,The Everly Brothers,The Blasters
23868,Bo Diddley,The Blasters
23869,Bobby Charles,The Blasters
23870,Billy Lee Riley,The Blasters
23871,Chuck Berry,The Blasters
23872,Creedence Clearwater Revival,The Blasters
23873,Elvis Presley,The Blasters
23874,The Flying Burrito Brothers,The Blasters
23875,Charlie Feathers,The Blasters
23876,Ritchie Valens,The Blasters
23877,Beck,Beth Orton
23878,Jackie DeShannon,Beth Orton
23879,Pixies,Silversun Pickups
23880,Robert Palmer,Simply Red
23881,Robert Plant,Steve Perry
23882,Phosphorescent,Steve Young
23883,Bob Dylan,Steve Young
23884,Nirvana,blink-182
23885,Operation Ivy,blink-182
23886,The Mountain Goats,Damien Jurado
23887,Rancid,blink-182
23888,The Offspring,blink-182
23889,Ramones,blink-182
23890,Agent Orange,blink-182
23891,Down by Law,blink-182
23892,The Vandals,blink-182
23893,Pink Floyd,Blur
23894,Adolescents,blink-182
23895,Carl Perkins,The Blasters
23896,Dave Edmunds,The Blasters
23897,Everything But the Girl,Beth Orton
23898,Rod Stewart,Simply Red
23899,The Clash,Angelic Upstarts
23900,The Jam,Angelic Upstarts
23901,The Creation,Angelic Upstarts
23902,Sex Pistols,Angelic Upstarts
23903,The Who,Angelic Upstarts
23904,Inspiral Carpets,Beth Orton
23905,The Jam,Blur
23906,The Kinks,Blur
23907,The La's,Blur
23908,Paul McCartney,Blur
23909,Fairport Convention,Beth Orton
23910,Suzanne Vega,Beth Orton
23911,Jane Birkin,Beth Orton
23912,Joni Mitchell,Beth Orton
23913,Prefab Sprout,Beth Orton
23914,Portishead,Beth Orton
23915,Nick Drake,Beth Orton
23916,Rickie Lee Jones,Beth Orton
23917,The Clash,Blur
23918,Mazzy Star,Beth Orton
23919,'Til Tuesday,Beth Orton
23920,Tim Hardin,Beth Orton
23921,Tim Buckley,Beth Orton
23922,Marianne Faithfull,Beth Orton
23923,The Go-Betweens,Beth Orton
23924,Paul Weller,Blur
23925,Saint Etienne,Beth Orton
23926,Sarah McLachlan,Beth Orton
23927,Black Flag,Bloodhound Gang
23928,Melanie,Beth Orton
23929,Pearl Jam,Silversun Pickups
23930,Wire,Blur
23931,The Wedding Present,Blur
23932,The Creation,Blur
23933,Duran Duran,Blur
23934,Echo & the Bunnymen,Blur
23935,Gary Numan,Blur
23936,Madness,Blur
23937,Dinosaur Jr.,Blur
23938,Pulp,Blur
23939,Julian Cope,Blur
23940,The Jesus and Mary Chain,Blur
23941,Morrissey,Blur
23942,Small Faces,Blur
23943,Mission of Burma,Blur
23944,The Specials,Blur
23945,David Bowie,Blur
23946,The Stone Roses,Blur
23947,The The,Blur
23948,The Stranglers,Blur
23949,The Teardrop Explodes,Blur
23950,The Who,Blur
23951,The Walker Brothers,Blur
23952,Steve Harley,Blur
23953,The Flaming Lips,Silversun Pickups
23954,Stiff Little Fingers,Angelic Upstarts
23955,Radiohead,Silversun Pickups
23956,Bright Eyes,Beirut
23957,Neutral Milk Hotel,Beirut
23958,The Olivia Tremor Control,Beirut
23959,The Smiths,Beirut
23960,Kelly Clarkson,Vanessa Hudgens
23961,Joe Strummer,Zack de la Rocha
23962,Siouxsie and the Banshees,X
23963,The Doobie Brothers,Dave Matthews Band
23964,The Collins Kids,X
23965,Dead Kennedys,X
23966,Carl Perkins,X
23967,Eddie Cochran,X
23968,Gene Vincent,X
23969,Jefferson Airplane,X
23970,The Velvet Underground,X
23971,Steely Dan,Dave Koz
23972,Steely Dan,Dave Matthews Band
23973,Traffic,Dave Matthews Band
23974,Paul Simon,Dave Matthews Band
23975,DeVotchKa,Beirut
23976,David Byrne,Beirut
23977,The Beach Boys,Beirut
23978,Andrew Bird,Beirut
23980,The Strokes,Dirty Pretty Things
23981,Brandi Carlile,Vanessa Hudgens
23982,Olivia Newton-John,Vanessa Hudgens
23983,Atomic Kitten,Vanessa Hudgens
23984,Ashlee Simpson,Vanessa Hudgens
23985,Avril Lavigne,Vanessa Hudgens
23986,Lindsay Lohan,Vanessa Hudgens
23987,Hilary Duff,Vanessa Hudgens
23988,The Band,Dave Matthews Band
23989,The Clash,Dirty Pretty Things
23990,The Kinks,Dirty Pretty Things
23991,The Specials,Dirty Pretty Things
23992,David Bowie,Dirty Pretty Things
23993,The Rolling Stones,Dirty Pretty Things
23994,Minor Threat,Zack de la Rocha
23995,The Smiths,Dirty Pretty Things
23996,Liz Phair,The Veronicas
23997,Atomic Kitten,The Veronicas
23998,Alanis Morissette,The Veronicas
23999,The Jam,Dirty Pretty Things
24000,Ramones,X
24001,Eddie Money,Dave Matthews Band
24002,Jerry Garcia Band,Dave Matthews Band
24003,Nick Cave & the Bad Seeds,Goldfrapp
24004,Thomas Dolby,Goldfrapp
24005,Danielle Dax,Goldfrapp
24006,Bad Manners,Dance Hall Crashers
24007,Madonna,Goldfrapp
24008,The English Beat,Dance Hall Crashers
24009,The Specials,Dance Hall Crashers
24010,Bon Jovi,Danger Danger
24011,Paul Weller,Daniel Bedingfield
24012,INXS,Daniel Bedingfield
24013,Frank Zappa,Man Man
24014,Mr. Bungle,Man Man
24015,Tom Waits,Man Man
24016,Neutral Milk Hotel,Man Man
24017,Captain Beefheart,Man Man
24018,The Associates,Goldfrapp
24019,The Clash,Manic Street Preachers
24020,Catherine Wheel,Silversun Pickups
24021,Depeche Mode,Goldfrapp
24022,Kate Bush,Goldfrapp
24023,Fad Gadget,Goldfrapp
24024,Barry Adamson,Goldfrapp
24025,BjÃ¶rk,Goldfrapp
24026,Little Feat,Dave Matthews Band
24027,Jimi Hendrix,Dave Matthews Band
24028,Neil Young,Dave Matthews Band
24029,Sting,Dave Matthews Band
24030,The Allman Brothers Band,Dave Matthews Band
24031,Bono,Dave Matthews Band
24032,Grateful Dead,Dave Matthews Band
24033,Link Wray,Dave Mason
24034,The Beatles,Dave Mason
24035,Bad Religion,Zack de la Rocha
24036,Carl Perkins,Dave Mason
24037,Debbie Gibson,Hilary Duff
24038,Christina Aguilera,Hilary Duff
24039,Avril Lavigne,Hilary Duff
24040,David Axelrod,Dan the Automator
24041,Portishead,Goldfrapp
24042,The The,Goldfrapp
24043,Thompson Twins,Goldfrapp
24044,Brigitte Bardot,Goldfrapp
24045,Burt Bacharach,Goldfrapp
24046,The Rolling Stones,Dave Mason
24047,Sex Pistols,X
24048,The Selecter,Dance Hall Crashers
24049,Boston,Alter Bridge
24050,Lynyrd Skynyrd,The Black Keys
24051,Link Wray,The Black Keys
24052,Jimi Hendrix,The Black Keys
24053,Nils Lofgren,The Black Keys
24054,The Allman Brothers Band,The Black Keys
24055,Blind Faith,The Black Keys
24056,The Gories,The Black Keys
24057,Carly Simon,Lori McKenna
24058,James Taylor,Lori McKenna
24059,Led Zeppelin,The Black Keys
24060,Joni Mitchell,Lori McKenna
24061,Nickelback,Alter Bridge
24062,Counting Crows,Dave Barnes
24063,Jackson Browne,Dave Barnes
24064,James Taylor,Dave Barnes
24065,Matchbox Twenty,Dave Barnes
24066,Hanson,Dave Barnes
24067,Dave Matthews Band,Dave Barnes
24068,The Beach Boys,World Party
24069,Bob Dylan,World Party
24070,Rickie Lee Jones,Lori McKenna
24071,Electric Light Orchestra,World Party
24072,Steppenwolf,The Black Keys
24073,Stiff Little Fingers,Swingin' Utters
24074,Canned Heat,The Black Keys
24075,Savoy Brown,The Black Keys
24076,Def Leppard,Alter Bridge
24077,Neil Young,Soul Asylum
24078,Can,Silversun Pickups
24079,The Pogues,Swingin' Utters
24080,The Replacements,Soul Asylum
24081,Minor Threat,Soul Asylum
24082,Minutemen,Soul Asylum
24083,X,Swingin' Utters
24084,HÃ¼sker DÃ¼,Soul Asylum
24085,Fear,Soul Asylum
24086,The Clash,Swingin' Utters
24087,Chuck Berry,Swingin' Utters
24088,NOFX,Swingin' Utters
24089,Sex Pistols,Swingin' Utters
24090,The Replacements,Swingin' Utters
24091,Ramones,Swingin' Utters
24092,Charlie Sexton,The Black Keys
24093,HÃ¼sker DÃ¼,Swingin' Utters
24094,Dead Kennedys,Soul Asylum
24095,Van Morrison,World Party
24096,Tom Petty,Soul Asylum
24097,New Order,World Party
24098,Black Flag,Danzig
